data,length_used,feature_extraction,feature_selection,model,accuracy,f1,recall,precision,roc_auc,notes
osf,,"Word2Vec(vector_size=500, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8607538119414391,0.8616340762218373,0.8673550607279902,0.855993030825748,0.9238643621619768,
osf,,"Word2Vec(vector_size=500, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8623367459388671,0.8632256369760469,0.8689572870658271,0.8575752246296862,0.924870354765184,
osf,,"Word2Vec(vector_size=600, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8596902850435475,0.8607885385008025,0.8678453361478968,0.8538496106986966,0.9227660057600652,
osf,,"Word2Vec(vector_size=600, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8606301628092783,0.8616372909104509,0.8680961320220287,0.855275465914259,0.9239217023969856,
osf,,"Word2Vec(vector_size=600, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.862806697055742,0.8637434315447095,0.8698332996373555,0.8577387420068272,0.9250496665920436,
osf,,"Word2Vec(vector_size=700, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8604322287725485,0.8614653649649341,0.8680938687982586,0.8549391245995338,0.9224033823088184,
osf,,"Word2Vec(vector_size=700, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8606796707864796,0.8616830395412058,0.868067074129874,0.8553977718965114,0.9238767944335422,
osf,,"Word2Vec(vector_size=700, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8625592948023414,0.8635379243774061,0.8698444788302069,0.8573254302561315,0.9247200448061296,
osf,,"Word2Vec(vector_size=800, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8594924335863807,0.8605551558155643,0.8673847377074029,0.8538347836551251,0.9226982352488524,
osf,,"Word2Vec(vector_size=800, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8619163180917049,0.8627626597720482,0.8682056690757246,0.8573877766092977,0.924038824640146,
osf,,"Word2Vec(vector_size=800, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8620894537915504,0.8630789256247757,0.8694489588714471,0.8568042236846999,0.9249852899103548,
osf,,"Word2Vec(vector_size=900, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8603085490553648,0.8614840291491304,0.8690724488410183,0.8540289949684089,0.9229784850346155,
osf,,"Word2Vec(vector_size=900, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8612237508243045,0.8621172229562856,0.8678514420464909,0.8564597153041256,0.924498716199006,
osf,,"Word2Vec(vector_size=900, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8635486836037758,0.8642667683301353,0.8690405493375462,0.8595485578329525,0.924933576714824,
osf,,"Word2Vec(vector_size=1000, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8600118253934053,0.8610145465900348,0.8674027183743421,0.8547228907842619,0.9228377711478216,
osf,,"Word2Vec(vector_size=1000, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8618173541318424,0.8627441332797117,0.8686933976313875,0.8568779625030878,0.9242054216914432,
osf,,"Word2Vec(vector_size=1000, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8622378064470231,0.8633304091953533,0.8703796412006455,0.8563951476747194,0.9248978435315884,
osf,StandardScaler,"Word2Vec(vector_size=100, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8433418071179363,0.8443873841369285,0.8503352632023958,0.8385369444982358,0.9061459474607472,
osf,StandardScaler,"Word2Vec(vector_size=100, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8483625222012862,0.8492913733932335,0.8548631542396248,0.8437955183151287,0.911196091413321,
osf,StandardScaler,"Word2Vec(vector_size=100, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8501680631737326,0.8510462065742876,0.8562807215914067,0.8458813185751023,0.9129944030554612,
osf,StandardScaler,"Word2Vec(vector_size=200, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8531113089010585,0.8538931096471188,0.8587859226170552,0.8490653007112534,0.915870486724368,
osf,StandardScaler,"Word2Vec(vector_size=200, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8550156731422603,0.8559857801320163,0.8620061516697899,0.8500562403677204,0.9177416999889342,
osf,StandardScaler,"Word2Vec(vector_size=200, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8564997716369236,0.8572799003482133,0.8621715525793837,0.8524527645040129,0.918795909204876,
osf,StandardScaler,"Word2Vec(vector_size=300, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8577858657493035,0.858701181609425,0.8645217328697274,0.8529606903239104,0.9207308943466362,
osf,StandardScaler,"Word2Vec(vector_size=300, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8590719415106696,0.859979793621499,0.8657642881399781,0.8542746514217546,0.9219374164533788,
osf,StandardScaler,"Word2Vec(vector_size=300, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.860951635872085,0.8617713808565318,0.8671450614597662,0.856466293500716,0.9229837933113296,
osf,StandardScaler,"Word2Vec(vector_size=400, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8592946371822556,0.8602500250818625,0.8663535485744344,0.8542392017345927,0.9220267752213986,
osf,StandardScaler,"Word2Vec(vector_size=400, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8609269476412846,0.8617929875744645,0.8674361438584247,0.8562251950406461,0.9235003063246536,
osf,StandardScaler,"Word2Vec(vector_size=400, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.861520462252255,0.8621743419026554,0.8664701674991651,0.8579234182351607,0.9242179952329682,
osf,StandardScaler,"Word2Vec(vector_size=500, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8595913914292386,0.860447297213172,0.8659198485052203,0.8550483895670791,0.9223588416634334,
osf,StandardScaler,"Word2Vec(vector_size=500, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8628808198596876,0.8636042859375841,0.8683431284855349,0.8589183673396572,0.9239302035631608,
osf,StandardScaler,"Word2Vec(vector_size=500, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8622872532541777,0.8629437853011384,0.8673481112706899,0.8585936806280244,0.9249281103014558,
osf,StandardScaler,"Word2Vec(vector_size=600, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.859715009976376,0.8605538095258879,0.8659265639045486,0.8552511023377656,0.9228536999881264,
osf,StandardScaler,"Word2Vec(vector_size=600, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8613721340648006,0.86221111519133,0.867645518609633,0.8568467034429293,0.9241124256876858,
osf,StandardScaler,"Word2Vec(vector_size=600, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8618916145683929,0.8627079382460303,0.8679653581568783,0.8575194507432361,0.9249861542842396,
osf,StandardScaler,"Word2Vec(vector_size=700, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8586020148618134,0.8596443464276421,0.8662974341488999,0.8530932937804115,0.9223654049618292,
osf,StandardScaler,"Word2Vec(vector_size=700, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8617431701578504,0.8624934529945845,0.8673559840967936,0.8576856869576087,0.9241729507850364,
osf,StandardScaler,"Word2Vec(vector_size=700, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8633259818151849,0.8640719751515684,0.8690364304370146,0.8591662868939975,0.9253670194473858,
osf,StandardScaler,"Word2Vec(vector_size=800, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8591957068659187,0.8600399433046091,0.8654186209402072,0.8547289168924349,0.9225001747246064,
osf,StandardScaler,"Word2Vec(vector_size=800, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8622378125640278,0.8630696985790471,0.8684876980736144,0.8577191764629554,0.9244408166083292,
osf,StandardScaler,"Word2Vec(vector_size=800, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.862806614476179,0.8635300509935429,0.8683005808843023,0.8588140039676295,0.9248246408049002,
osf,StandardScaler,"Word2Vec(vector_size=900, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8596903400965894,0.8606005028766571,0.8664183819307636,0.8548623934286799,0.922535877804368,
osf,StandardScaler,"Word2Vec(vector_size=900, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8613226505556183,0.8621538487448144,0.8675017599212275,0.8568726789446759,0.9242051675640072,
osf,StandardScaler,"Word2Vec(vector_size=900, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8640680387087725,0.8649469580103121,0.8706863778972413,0.8592857444846806,0.9254067479073084,
osf,StandardScaler,"Word2Vec(vector_size=1000, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8601107526512399,0.8607761500166724,0.8651680720568361,0.8564321544039576,0.9227522604807648,
osf,StandardScaler,"Word2Vec(vector_size=1000, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8613226780821392,0.8621249710598315,0.8673523973693126,0.8569639052759044,0.924339967799383,
osf,StandardScaler,"Word2Vec(vector_size=1000, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8633755050848977,0.8641454480857418,0.8691068896978358,0.8592444391765266,0.9249291018968868,
osf,MinMaxScaler,"Word2Vec(vector_size=100, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8436138456075977,0.8448679346561825,0.8520054627763003,0.8378551308967385,0.9071281103340808,
osf,MinMaxScaler,"Word2Vec(vector_size=100, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8480162477430928,0.8489048363776396,0.8542981744344271,0.8435835480374214,0.9109535596199048,
osf,MinMaxScaler,"Word2Vec(vector_size=100, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.851627348039,0.8522653409004022,0.856182108540304,0.8483908524202359,0.913916139020438,
osf,MinMaxScaler,"Word2Vec(vector_size=200, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.854100569245395,0.8551479590412567,0.8616582229959816,0.8487503568387027,0.9159951014138954,
osf,MinMaxScaler,"Word2Vec(vector_size=200, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8547684421649903,0.8556244381426106,0.860891085087526,0.8504333789240353,0.9174579590832492,
osf,MinMaxScaler,"Word2Vec(vector_size=200, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8573406242727456,0.8579745595999757,0.8619754235949865,0.8540171258249029,0.9192863270160444,
osf,MinMaxScaler,"Word2Vec(vector_size=300, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8570439036692882,0.8579960318151911,0.8639822501188187,0.8520962536893928,0.9201992337429484,
osf,MinMaxScaler,"Word2Vec(vector_size=300, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8594677484140825,0.8604335821152926,0.8666102353581323,0.8543510200260332,0.9221085600054768,
osf,MinMaxScaler,"Word2Vec(vector_size=300, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8602591603597546,0.8611182954238503,0.8666155155604967,0.8556978933767994,0.9226705305989192,
osf,MinMaxScaler,"Word2Vec(vector_size=400, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.858033231300676,0.8589348903141104,0.8646288731011911,0.8533160540520427,0.9216688158423334,
osf,MinMaxScaler,"Word2Vec(vector_size=400, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.860432268533079,0.8612714399958603,0.8666254735672373,0.8559863291827778,0.923631891694316,
osf,MinMaxScaler,"Word2Vec(vector_size=400, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8624851169453539,0.8632281455231817,0.8681058129362558,0.858411708996518,0.9245005359898576,
osf,MinMaxScaler,"Word2Vec(vector_size=500, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8597892061843773,0.8607181913671054,0.8667054343715854,0.8548203827325672,0.9220791512840318,
osf,MinMaxScaler,"Word2Vec(vector_size=500, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8616689923008627,0.8625076036957584,0.8679057918375144,0.8571766204169743,0.9239611304058036,
osf,MinMaxScaler,"Word2Vec(vector_size=500, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8627324641457126,0.8634503203500401,0.8681071970480694,0.8588502780956448,0.9247108085757508,
osf,MinMaxScaler,"Word2Vec(vector_size=600, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8597892153598844,0.860645686269143,0.8662006202596503,0.8551634298919393,0.9223648439869544,
osf,MinMaxScaler,"Word2Vec(vector_size=600, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8609022227084562,0.8618134731418419,0.867704548006817,0.8560035385055323,0.92409099207501,
osf,MinMaxScaler,"Word2Vec(vector_size=600, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.863251865128244,0.864048223871493,0.8692910185913792,0.8588726466121439,0.9252793626422364,
osf,MinMaxScaler,"Word2Vec(vector_size=700, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8606548938591114,0.8614724632585066,0.8668010198549911,0.8562114102372398,0.9223065689965478,
osf,MinMaxScaler,"Word2Vec(vector_size=700, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8623862172140402,0.8632322966881325,0.8686605516128119,0.8578751091894358,0.924306818856994,
osf,MinMaxScaler,"Word2Vec(vector_size=700, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8633260338097246,0.864069116347381,0.8689431515963673,0.8592503102724317,0.9249533634670382,
osf,MinMaxScaler,"Word2Vec(vector_size=800, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8603580815005843,0.8611742494689818,0.8665401648195061,0.8558777561518116,0.9233464298461206,
osf,MinMaxScaler,"Word2Vec(vector_size=800, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8622378003300186,0.8631309130957158,0.8689255800729689,0.8574181727615553,0.9242992320067532,
osf,MinMaxScaler,"Word2Vec(vector_size=800, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8640680264747631,0.8647570333891549,0.8693757490053458,0.8601885298541303,0.9252346322667362,
osf,MinMaxScaler,"Word2Vec(vector_size=900, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.860382778906892,0.8613278258406994,0.8674375177913509,0.8553041231641005,0.9225959350234288,
osf,MinMaxScaler,"Word2Vec(vector_size=900, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8617431548653386,0.8624615011824301,0.8671613871915842,0.8578132611192328,0.924391705746825,
osf,MinMaxScaler,"Word2Vec(vector_size=900, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8633013302864125,0.8641451286900788,0.8696418691459149,0.8587234439577006,0.925242919995753,
osf,MinMaxScaler,"Word2Vec(vector_size=1000, window=3)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.860555902372728,0.8614568447081572,0.8673375730673513,0.8556578723654187,0.9225124870344796,
osf,MinMaxScaler,"Word2Vec(vector_size=1000, window=5)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8610753033552596,0.8618170268572545,0.8666605307953553,0.8570291145789589,0.924170185407468,
osf,MinMaxScaler,"Word2Vec(vector_size=1000, window=7)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8626088303060634,0.8635444684831522,0.8695912530630057,0.8575822150432909,0.9252814145768846,
osf,,"Word2Vec(vector_size=100, window=3, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8461367063067939,0.8471600466465284,0.8530540245419094,0.8413512031162653,0.9099181299319176,
osf,,"Word2Vec(vector_size=100, window=5, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.848560569402602,0.8490385732076662,0.8519283667770783,0.8461731499586038,0.9118849634896776,
osf,,"Word2Vec(vector_size=100, window=7, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8489811012388433,0.8492891335273536,0.8511613718239509,0.8474388050496449,0.9116622826704848,
osf,,"Word2Vec(vector_size=200, window=3, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8527651384319445,0.8536887258017988,0.8593016911542115,0.8481583891773031,0.9147353544278244,
osf,,"Word2Vec(vector_size=200, window=5, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8523942002109693,0.8529607945727214,0.8564769956245561,0.8494822564458848,0.9161268940363848,
osf,,"Word2Vec(vector_size=200, window=7, sg=1)",,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8524932222823761,0.8527870294193903,0.8546646774560266,0.8509288443752239,0.9167002197659574,
osf,None,"Word2Vec(vector_size=300, window=3, sg=1)",None,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8527898388967541,0.8538244042223084,0.860171894553609,0.8475918532926487,0.9167570441564938,
osf,None,"Word2Vec(vector_size=300, window=5, sg=1)",None,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.8561041513021527,0.8567439588594157,0.8607411933361881,0.8527888790655004,0.9189142725697952,
osf,None,"Word2Vec(vector_size=300, window=7, sg=1)",None,"LogisticRegression(max_iter=1000, class_weight=""balanced"")",0.856994505798171,0.8574164898940314,0.8600756263390915,0.8547971435020468,0.9189736282063489,
